corr,filtro,psu,region,p1_1,p1_2,p1_3,p2,p3,p4,p5,p6,p7,p7a,p7t,p8,p8a,p8t,p9,p9a,p9t,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p11_13,p11_14,p11_15,p11_16,p11_17,p11_18,p11_19,p11_20,p11_21,p11_22,p11_23,p11_24,p11_25,p12,p13_a,p13_b,p13_c,p13_d,p13_e,p13_f,p14,p15,p16,p17_a,p17_b,p17_c,p17_d,p17_e,p17_f,p17_g,p17_h,p17_i,p17_j,p17_k,p17_l,p17_m,p17_n,p18_a,p18_b,p18_c,p18_d,p18_e,p19,p20,p21,p22,p23,p24,p25,p26,p27_a,p27_b,p28_a,p28_b,te1,te2_a,te2_b,te2_c,te2_d,te2_e,te2_1,te3_a,te3_b,te3_c,te3_d,te3_e,te3_f,te3_g,te3_h,te3_i,te3_j,te4_a,te4_b,te4_c,te4_d,te5,te6,te7_a,te7_b,te7_c,te7_d,te7_e,te7_f,te7_g,te7_h,te7_i,te7_j,te8,te9_1,te9_2,te9_3,te10_1,te10_2,te10_3,te11_1,te11_2,te11_3,te12,te13,te14,te15,te16,te17,te18,te19_1,te19_2,te19_3,te20_a,te20_b,te21,te22,te23,te24,de1,de2,de2_a,de3,de4,de5,de5_c,de6,de7,de8,de9,de10,de11,de12,de13_a,de13_b,de13_c,de13_d,de13_e,de13_f,de13_g,de13_h,de13_i,de13_j,de13_k,de13_l,de13_m,de13_n,de13_o,de13_p,de14_a,de14_b,de14_c,de14_d,de14_e,de14_f,de15,de16,de17,b5,pond
33,1325,227,13,10,5,11,1,3,3,2,2,2,,2,1,,1,1,,1,1,2,2,2,2,4,4,2,4,2,2,2,2,2,5,4,2,2,4,2,2,4,2,6,2,2,2,2,1,3,2,1,2,22,13,2,1,3,1,4,3,1,3,1,4,3,4,1,3,1,2,1,1,1,1,3,4,1,1,1,7,1,2,8,,2,,1,2,2,2,1,1,5,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,3,4,4,4,2,3,4,2,4,2,4,1,11,7,6,,,,11,7,6,2,,,,,,,,,,,,1,2,1,1,2,50,1952-10-21T00:00:00Z,3,6,4,6,8,3,1,2,9,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,5,1,1.0433714389801
34,1362,235,13,11,13,5,3,1,2,1,3,9,9,9,5,5,5,7,7,7,8,8,3,8,6,8,8,8,8,8,3,8,8,4,4,4,2,8,8,8,8,8,8,8,8,8,2,2,2,1,1,1,1,22,13,2,1,4,2,2,2,2,3,3,2,3,2,3,3,2,6,2,5,3,5,8,8,,,,,8,8,2,,2,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,11,7,3,2,,,,,,,,,,,,8,8,8,8,2,85,1919-06-15T00:00:00Z,6,6,4,6,8,3,1,3,9,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,88,8,4,1,0.746192216873169
35,1363,235,13,7,10,13,2,1,2,9,2,1,,1,1,,1,1,,1,1,3,3,8,8,4,8,4,8,8,4,4,8,3,4,2,2,8,8,2,2,9,8,8,3,3,2,1,2,1,2,3,3,22,13,5,3,2,3,4,3,3,3,1,3,3,3,3,1,3,4,4,5,2,2,4,4,6,5,4,6,2,1,2,,2,,2,2,1,2,1,2,1,8,8,8,8,8,8,8,8,8,8,1,8,8,8,5,1,1,2,3,2,4,4,3,2,4,4,2,,,,2,3,6,1,9,7,2,,,,,,,,,,,,2,1,3,1,2,31,1971-11-09T00:00:00Z,2,12,5,4,9,99,1,8,9,1,3,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,6,7,4,1,1.02533006668091
36,1364,235,13,3,10,6,3,9,2,9,9,9,9,9,5,5,5,7,7,7,9,6,6,4,6,4,6,6,6,6,9,6,6,3,4,4,6,4,3,2,6,6,6,6,6,3,4,1,1,1,1,1,1,22,13,2,2,4,2,4,4,2,2,2,4,4,2,2,2,2,3,1,1,1,3,4,1,2,2,2,4,2,2,1,2,2,,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,2,4,2,2,2,2,2,4,2,4,2,,,,2,3,4,3,5,6,1,2,3000,1,2,2,1,4,,,1,1,1,1,1,2,2,40,1963-08-16T00:00:00Z,1,12,12,4,9,99,1,3,9,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,88,4,3,1,0.78246146440506
37,1401,242,13,11,10,14,1,2,2,1,1,3,,3,3,,3,7,7,7,2,3,4,3,3,6,6,6,6,6,6,5,6,3,4,6,5,3,3,4,6,6,5,6,6,2,3,2,2,1,2,1,1,22,13,5,4,4,3,3,3,3,2,3,3,3,3,3,2,1,2,1,1,1,3,4,8,4,4,5,5,3,8,8,,2,,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,3,2,3,4,3,4,3,3,4,3,2,3,2,,,,3,1,9,10,3,5,1,2,8500,1,5,2,1,4,,,1,1,2,1,2,2,2,22,1981-01-05T00:00:00Z,3,14,13,2,2,88,1,6,5,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,88,4,3,1,1.15786373615265
38,1403,242,13,11,6,3,2,2,3,2,2,9,9,9,5,5,5,7,7,7,9,4,4,2,2,4,2,4,4,2,3,3,1,1,4,3,2,3,6,4,3,3,3,6,3,6,4,1,2,2,1,1,1,48,25,4,2,4,2,3,3,4,8,1,4,4,4,4,1,3,2,1,3,2,4,4,6,3,3,3,4,1,2,8,,8,,1,1,1,2,1,1,5,1,1,1,1,1,2,1,1,2,1,1,2,1,1,5,3,2,4,2,4,2,4,2,4,2,4,8,,,,,,,5,3,2,2,,,,,,,,,,,,1,2,2,2,2,55,1948-01-03T00:00:00Z,1,20,15,5,2,8,1,2,9,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,99,2,3,1,0.746192216873169
39,1404,242,13,1,5,10,3,1,1,1,1,1,,1,5,5,5,3,,3,2,4,4,4,3,4,3,3,4,3,4,3,4,4,3,3,2,4,3,4,4,6,3,6,6,4,1,1,2,2,1,1,1,37,21,4,2,3,1,3,3,3,3,2,2,3,3,3,2,3,6,5,6,4,6,2,6,7,6,6,6,3,2,2,,2,,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,6,2,2,3,2,4,3,4,2,4,2,4,2,,,,7,4,2,5,8,10,1,5,,1,4,2,2,,,,1,1,2,1,1,2,2,53,1949-09-19T00:00:00Z,1,12,5,4,9,1,1,5,5,1,3,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,8,6,3,1,1.0433714389801
40,1405,242,13,2,3,5,2,2,2,1,1,9,9,9,5,5,5,7,7,7,8,5,4,4,6,6,6,6,5,6,3,6,6,5,4,6,2,6,3,4,4,6,3,6,6,3,1,1,2,2,1,1,2,36,13,5,3,3,3,4,3,3,3,3,3,3,3,3,2,3,4,2,2,2,4,4,6,4,4,3,4,3,2,2,,1,9,2,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,4,1,3,3,4,3,4,2,1,3,10,7,,,,1,3,4,1,2,10000,1,5,1,1,4,,,1,1,2,1,2,1,2,36,1967-05-18T00:00:00Z,1,13,13,1,9,1,1,4,9,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,10,4,4,1,0.78246146440506
41,1421,246,13,14,6,7,3,2,1,8,1,9,9,9,5,5,5,7,7,7,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,1,1,1,1,1,1,48,25,8,3,2,3,3,4,3,3,3,3,4,3,3,2,3,4,,5,5,5,8,8,,,,,8,8,2,,2,,8,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,4,3,3,3,8,4,4,2,4,2,3,2,1,1,10,8,,,,8,6,7,1,5,,2,,2,1,2,,,1,1,1,1,1,2,1,62,1940-08-01T00:00:00Z,1,6,4,6,5,1,2,2,9,1,3,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,4,4,1,1.05536282062531
42,1423,246,13,3,10,7,3,3,2,2,3,9,9,9,5,5,5,7,7,7,1,4,4,5,6,6,6,6,6,6,2,6,1,4,5,5,1,6,6,2,2,2,4,2,2,4,4,3,1,1,2,2,1,22,13,4,3,1,3,3,1,1,4,3,3,3,4,3,3,2,5,3,3,3,5,3,6,5,2,2,3,3,2,9,,8,,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,5,1,4,3,3,4,1,1,2,2,2,2,2,,,,4,8,7,3,1,10,1,2,7000,2,,2,2,,,,1,1,2,1,2,2,1,24,1979-02-16T00:00:00Z,2,10,5,2,1,7,1,7,9,1,4,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,7,4,4,1,1.25462162494659
43,1424,246,13,5,3,5,3,3,2,2,2,4,,4,1,,1,1,,1,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,1,1,1,1,22,13,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,1,4,1,3,2,6,4,4,2,4,2,2,1,1,2,,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,4,2,2,3,3,4,2,4,3,4,2,4,1,2,8,7,,,,4,1,3,2,,,,,,,,,,,,1,1,1,2,2,66,1937-10-07T00:00:00Z,1,6,4,6,9,1,1,2,9,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,99,2,3,1,0.746192216873169
44,1425,246,13,13,10,7,2,2,1,1,1,1,,1,5,5,5,7,7,7,1,8,8,8,8,8,8,8,6,6,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,11,1,1,1,1,1,1,48,25,8,1,4,2,3,3,3,3,2,1,4,2,3,2,3,4,2,5,3,5,4,8,5,3,3,3,1,2,2,,1,2,1,1,1,1,1,1,5,1,1,1,1,2,2,1,1,1,1,2,1,1,1,6,2,4,2,4,2,3,3,2,2,2,2,1,7,8,9,,,,1,6,3,1,1,7000,1,5,1,2,,,,1,1,2,1,1,2,1,58,1945-03-29T00:00:00Z,1,6,4,6,5,1,1,5,9,1,3,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,9,4,1,1.05536282062531
45,1112,185,13,6,10,11,2,2,2,8,3,5,,5,5,5,5,3,,3,1,4,2,4,3,3,2,3,3,3,4,3,4,4,3,3,1,3,2,2,4,3,4,3,3,4,5,2,2,1,2,1,1,48,25,5,4,4,2,1,3,3,1,1,3,4,3,2,1,3,3,4,2,4,5,3,2,5,5,5,4,1,2,2,,2,,3,1,1,2,2,1,5,2,1,2,2,2,2,2,2,1,2,1,2,1,1,4,2,2,2,2,4,4,4,4,2,4,4,2,,,,10,2,1,4,3,5,2,,,,,,,,,,,,1,1,2,2,1,21,1982-03-16T00:00:00Z,3,18,15,4,7,1,1,8,9,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,88,3,3,1,1.25462162494659
46,1113,185,13,6,11,5,3,2,2,1,1,7,,7,2,,2,5,,5,2,4,3,5,4,2,3,4,4,3,4,4,3,5,2,1,1,4,3,3,4,3,4,3,3,3,7,2,2,2,1,2,2,48,25,8,3,3,3,4,4,3,3,4,3,3,2,3,3,3,5,6,6,5,6,3,2,6,4,4,4,3,2,2,,2,,2,2,1,2,2,1,8,2,1,1,2,2,2,2,2,2,2,1,2,2,2,6,2,2,3,3,4,3,3,3,4,2,3,8,,,,,,,8,5,11,2,,,,,,,,,,,,1,1,1,1,2,47,1955-09-27T00:00:00Z,1,12,5,4,9,1,8,8,9,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,10,5,3,1,1.0433714389801
47,1115,185,13,9,7,3,2,2,2,1,1,1,,1,2,,2,3,,3,2,4,5,4,3,3,3,3,3,3,4,8,6,4,1,8,3,6,2,3,3,3,3,3,3,3,1,2,2,2,2,2,1,48,25,5,4,4,4,2,3,2,1,3,3,3,4,4,1,1,6,1,3,1,1,4,6,7,4,5,4,2,8,2,,2,,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,3,2,4,2,4,4,2,3,2,4,4,2,2,,,,1,7,88,8,7,3,3,,,,,,,,,,,,1,1,1,2,1,24,1979-04-02T00:00:00Z,2,17,15,5,2,3,9,8,9,1,3,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,4,2,3,1,1.25462162494659
48,1191,201,13,6,9,10,3,1,1,1,9,9,9,9,5,8,8,7,7,7,1,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,3,2,4,3,4,4,6,4,4,4,4,2,2,1,1,1,1,22,24,3,2,2,2,3,3,3,2,2,2,3,3,3,4,4,5,5,5,4,4,4,5,6,6,6,6,3,2,1,2,1,1,2,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,7,1,2,4,2,4,2,2,2,4,3,2,1,6,9,7,,,,8,4,5,2,,,,,,,,,,,,2,1,2,2,1,67,1935-12-25T00:00:00Z,6,8,6,2,1,10,1,5,9,1,9,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,99,2,4,1,1.05536282062531
49,1192,201,13,2,9,7,4,1,1,1,1,7,,7,2,,2,4,,4,2,5,5,5,4,1,2,1,4,2,4,4,4,4,4,2,4,3,3,3,3,2,4,6,1,2,7,2,2,1,1,1,1,39,13,1,3,3,2,3,3,3,1,1,2,3,3,3,8,1,5,5,5,4,6,2,6,5,5,5,5,3,2,2,,2,,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,1,2,4,2,4,2,4,4,4,3,4,2,,,,1,2,3,9,10,3,2,,,,,,,,,,,,2,1,2,2,1,65,1937-11-23T00:00:00Z,1,8,4,8,1,8,1,5,9,1,5,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,9,4,4,1,1.05536282062531
50,1193,201,13,12,3,2,3,2,2,9,9,99,99,99,5,5,5,7,7,7,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,10,2,1,1,1,1,1,49,13,5,4,3,3,2,2,2,2,1,2,3,2,2,2,2,5,4,6,6,4,4,6,7,,,,8,1,1,1,2,,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,5,1,4,2,4,3,2,3,2,3,2,2,2,,,,4,1,2,1,10,4,3,,,,,,,,,,,,2,1,1,2,1,19,1984-06-20T00:00:00Z,3,13,15,1,7,99,1,8,9,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,11,5,3,1,1.25462162494659
51,1194,201,13,14,10,7,3,1,1,1,1,1,,1,2,,2,1,,1,1,4,4,4,6,4,6,4,4,4,2,4,4,4,4,2,1,6,2,4,4,6,4,6,2,2,1,2,2,2,1,1,1,22,13,1,4,2,2,4,3,2,4,4,2,3,3,3,3,2,5,1,4,3,5,4,6,5,5,4,4,8,2,2,,2,,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,5,1,3,2,2,4,2,9,2,4,2,2,1,11,6,2,,,,4,8,3,1,5,,2,,2,2,,,,1,1,1,1,2,2,2,46,1957-08-01T00:00:00Z,5,3,4,3,8,3,9,8,9,1,4,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,4,4,1,1.0433714389801
52,1195,201,13,6,7,5,2,2,2,1,1,9,9,9,3,,3,5,,5,1,3,3,2,3,3,6,2,2,2,4,2,4,4,4,6,4,4,2,2,2,6,2,6,4,4,9,1,1,1,1,1,1,49,13,5,3,3,4,4,3,4,4,4,4,4,4,4,3,2,,1,1,1,4,2,9,5,3,3,3,3,2,2,,1,2,3,1,2,2,1,1,5,1,1,1,1,2,1,1,2,2,1,1,1,1,1,6,1,3,3,3,2,2,2,2,2,2,4,1,1,2,3,,,,2,5,3,1,2,8000,2,,3,2,,,,1,1,2,1,1,2,1,54,1948-08-08T00:00:00Z,1,6,4,6,2,7,1,6,9,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,99,8,4,1,1.3042163848877
53,1366,236,13,7,10,4,2,1,1,1,1,5,,5,2,,2,5,,5,2,5,5,5,6,6,6,4,2,6,4,5,5,5,2,1,5,6,1,1,4,6,4,6,4,4,5,2,2,3,2,1,1,39,13,5,3,3,3,3,4,3,2,3,3,3,3,3,3,2,4,4,5,3,4,3,2,5,5,4,5,3,2,1,2,1,2,2,1,1,2,8,8,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,2,4,2,2,4,2,4,4,2,2,2,2,,,,2,3,4,3,9,4,3,,,,,,,,,,,,2,1,1,1,1,21,1982-08-07T00:00:00Z,3,12,5,4,1,6,9,99,9,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,10,3,4,1,1.25462162494659
54,1367,236,13,9,7,6,2,3,1,1,2,1,,1,2,,2,1,,1,3,9,4,2,6,6,6,6,6,6,2,4,6,4,4,2,2,6,6,6,6,6,6,6,6,4,1,2,2,2,1,1,1,22,13,4,3,4,3,4,2,2,3,3,3,4,3,3,1,1,3,2,4,4,5,3,6,2,2,3,4,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,2,4,2,4,2,4,4,4,2,4,4,1,1,2,8,,,,3,7,5,3,,,,,,,,,,,,2,1,1,2,1,27,1975-10-25T00:00:00Z,3,14,13,2,2,6,1,8,5,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,10,3,3,1,1.20403659343719
55,1369,236,13,8,7,9,3,1,1,1,1,1,,1,2,,2,3,,3,9,4,4,4,4,6,2,6,2,4,2,4,4,4,4,2,2,9,2,2,2,6,4,6,6,4,9,2,2,2,1,1,1,29,25,8,3,3,3,3,1,3,3,3,2,3,3,2,9,1,5,1,3,4,1,3,6,6,5,5,4,3,9,2,,8,,2,2,1,2,1,1,4,1,1,2,1,1,2,1,1,1,1,1,2,2,1,4,2,4,4,4,4,3,3,3,2,1,1,2,,,,9,2,4,5,4,3,1,2,12500,1,2,1,1,2,,,1,1,2,1,2,2,2,24,1978-09-11T00:00:00Z,1,12,12,4,1,8,1,4,9,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,11,5,3,1,1.15786373615265
56,1370,236,13,14,1,6,8,1,2,1,3,9,9,9,2,,2,4,,4,2,4,4,5,4,2,2,6,2,4,4,4,4,4,2,2,2,4,2,2,2,6,4,6,4,4,1,2,1,2,2,2,1,18,22,1,2,4,2,4,3,2,2,2,2,3,2,2,3,2,5,2,4,1,3,3,2,5,4,5,2,3,2,1,2,1,2,3,1,1,8,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,4,2,2,4,2,4,2,3,3,2,2,,,,1,9,2,1,4,7,1,2,14000,1,2,1,1,4,,,1,1,1,1,1,2,1,42,1961-12-24T00:00:00Z,1,5,4,5,1,9,1,8,9,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,88,5,3,1,1.03771758079529
57,1407,243,13,10,6,14,2,3,3,1,1,2,,2,5,5,5,5,,5,8,4,4,4,6,6,6,2,6,6,2,6,6,4,4,2,4,6,4,6,6,6,4,6,6,6,9,2,2,1,2,1,1,48,25,8,1,1,1,3,3,3,1,3,3,3,3,3,3,3,5,3,6,2,4,2,4,6,6,5,6,1,8,2,,2,,1,2,1,1,1,1,5,1,1,1,1,1,2,2,2,2,2,1,2,1,1,5,2,2,4,2,4,2,4,2,4,2,2,1,1,11,10,,,,10,8,3,2,,,,,,,,,,,,2,1,1,2,2,18,1984-12-25T00:00:00Z,3,8,4,8,9,1,1,3,9,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,7,4,1,1.15786373615265
58,1408,243,13,6,5,11,2,3,2,8,3,9,9,9,5,5,5,7,7,7,3,4,4,4,3,3,6,4,3,4,4,4,3,3,4,3,3,3,4,4,3,6,6,6,3,3,9,2,2,2,2,3,1,30,13,5,3,3,1,3,3,3,1,3,3,3,3,2,3,1,4,4,6,5,5,4,6,5,5,5,5,3,2,1,2,2,,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,4,3,4,2,4,2,4,2,1,11,8,7,,,,7,5,4,2,,,,,,,,,,,,1,1,1,2,2,22,1981-01-09T00:00:00Z,1,13,13,1,7,1,9,8,9,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,6,6,3,1,1.15786373615265
59,1410,243,13,9,7,3,2,2,1,1,1,9,9,9,5,5,5,5,,5,2,6,4,6,6,6,6,6,6,6,4,6,6,4,4,6,2,6,6,4,6,6,6,6,6,4,88,1,1,1,1,1,1,7,6,8,1,3,1,1,1,1,3,1,1,8,3,2,1,1,7,6,7,7,7,3,8,7,7,6,7,2,8,8,,2,,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,7,2,2,8,2,4,2,4,2,4,2,4,8,,,,,,,10,5,3,1,2,5000,2,,2,1,2,,,1,1,1,1,2,1,2,44,1959-12-20T00:00:00Z,1,5,4,5,9,1,1,6,9,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,10,4,1,0.78246146440506
60,1412,244,13,3,6,10,2,3,1,2,2,4,,4,1,,1,4,,4,2,2,4,5,6,6,6,6,4,6,2,6,6,2,5,4,1,6,3,2,3,6,6,6,6,2,4,2,1,3,2,2,1,22,13,9,1,4,2,3,3,3,4,3,4,4,4,3,3,2,3,1,4,2,4,2,4,1,2,2,,1,2,1,2,8,,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,4,2,4,3,3,2,3,2,1,2,2,4,2,,,,3,2,9,5,3,11,1,2,2250,1,4,2,1,2,,,1,1,1,1,2,2,2,28,1974-12-19T00:00:00Z,1,12,5,4,9,1,1,2,9,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,8,4,4,1,1.02533006668091
61,1413,244,13,1,11,3,1,2,8,1,8,9,9,9,5,5,5,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,1,1,1,1,1,1,22,25,8,9,3,9,4,8,2,2,4,9,8,4,3,8,3,4,1,4,3,,8,8,,,,,8,8,8,,8,,2,2,1,1,2,8,3,1,2,1,1,8,2,1,1,1,1,1,1,1,1,5,2,8,8,2,2,3,4,2,4,2,4,2,,,,7,2,3,5,1,8,1,4,,2,,3,2,,,,1,1,2,8,8,8,1,42,1960-07-13T00:00:00Z,1,4,4,4,1,7,2,8,9,1,3,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,7,3,4,1,1.03771758079529
62,1414,244,13,5,13,3,3,2,1,8,8,9,9,9,5,5,5,7,7,7,1,4,3,3,6,3,6,3,6,6,3,4,6,2,4,3,3,3,6,3,2,3,6,6,3,3,11,2,2,1,2,1,1,22,13,8,3,1,3,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,8,8,4,4,4,4,3,8,8,,8,,2,2,1,2,2,1,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,2,2,3,3,3,3,4,3,3,4,4,2,,,,3,5,7,10,2,4,3,,,,,,,,,,,,2,1,2,2,2,18,1984-11-22T00:00:00Z,3,12,5,4,6,1,2,3,9,1,3,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,4,4,4,1,1.15786373615265
63,951,153,13,8,7,11,2,1,1,1,1,9,5,5,2,,2,5,,5,8,4,6,4,6,4,6,6,6,6,2,6,6,4,4,2,4,6,6,4,2,6,6,6,6,2,5,2,2,2,2,1,1,37,25,1,2,2,2,3,2,2,2,2,2,3,2,2,3,2,4,1,5,1,5,3,2,4,4,4,4,8,8,2,,2,,8,8,8,8,8,8,8,1,1,1,1,8,8,1,1,1,1,1,2,2,2,5,2,8,8,8,8,8,8,8,8,8,8,1,8,88,88,,,,11,7,1,2,,,,,,,,,,,,8,8,8,8,1,86,1916-10-12T00:00:00Z,1,3,4,3,8,3,1,8,9,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,4,3,4,1,1.05536282062531
64,952,153,13,6,10,7,2,2,1,9,9,9,9,9,5,5,5,7,7,7,1,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,1,1,1,1,1,1,49,26,4,2,2,2,4,3,2,3,3,3,4,3,2,2,2,4,1,2,2,4,4,6,,,,,8,8,2,,2,,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,4,3,4,2,4,3,2,4,2,4,4,2,2,,,,3,4,10,1,3,4,1,5,,1,3,3,1,2,,,2,1,2,1,2,2,2,38,1965-04-07T00:00:00Z,1,13,7,5,2,4,1,5,9,1,5,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,7,3,3,1,0.78246146440506
65,953,153,13,9,11,7,2,1,2,9,2,9,9,9,5,5,5,1,,1,1,4,4,4,6,2,3,4,4,6,4,3,4,2,4,3,2,6,4,4,2,6,4,6,4,2,9,1,2,3,3,1,1,48,25,2,1,4,2,3,3,3,3,3,4,3,2,2,3,2,2,2,4,2,4,8,5,2,5,5,2,2,9,1,2,8,,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,5,3,2,4,2,4,3,2,2,3,3,2,2,,,,2,3,9,5,10,3,3,,,,,,,,,,,,1,1,2,2,2,19,1984-04-27T00:00:00Z,3,12,5,4,6,99,1,3,9,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,88,10,3,1,1.15786373615265
66,954,153,13,6,5,13,3,8,1,9,1,99,99,99,9,9,9,7,7,7,9,5,4,5,4,6,6,4,4,4,4,4,6,4,3,1,2,8,8,8,4,6,4,6,6,4,1,1,1,1,1,1,1,48,25,1,3,2,8,3,8,2,8,2,2,3,3,2,2,2,5,3,5,3,6,8,8,5,5,,,3,2,2,,2,,2,8,8,8,2,8,8,2,2,1,1,2,2,1,1,1,1,1,2,1,1,5,1,8,8,8,3,2,2,3,4,4,4,2,,,,4,5,2,5,4,1,1,2,15000,2,,1,1,1,,,2,2,2,1,2,2,2,51,1952-05-22T00:00:00Z,1,4,4,4,9,99,2,3,9,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,88,9,4,1,1.0433714389801
